t,x,y,z,vx,vy,vz
4.248,19812688.607738093,837827.0312419054,-8481854.315483205,-54588773.58611695,281793667.9012316,59735901.758459546
4.252,19799492.709992465,833542.8953506716,-8470534.558014922,51879040.83713314,-281792402.94752955,-62123273.30762436
4.256,19871927.511174932,836486.3078037106,-8452251.075251589,54267193.050771035,279795293.02103937,-68767826.26462325
4.26,20006951.84387099,848504.9638356732,-8383021.368392804,-20857828.349549297,265654352.009839,122284649.22239152
4.264,20204460.250183824,845944.1920352858,-8266559.225879246,191033540.79803833,-84957088.23301561,-205549282.33462238
4.268,20467776.42357098,857576.2141070693,-8118551.825995472,207480523.28566033,-96642350.63218899,-183234930.48860326
4.272,20792136.629903644,875154.9925500838,-7936751.762277919,153054822.56851912,239861369.35169095,-70741476.43779826
4.276,21153450.544712346,904694.6444171875,-7691844.66805827,-50521360.657479554,-38429457.72556388,286242602.20550567
4.28,21558992.2460645,904457.1154579227,-7403934.402204508,260213471.9675522,-45729026.36887354,-127130454.45358226
4.284,21994772.23268281,942069.6107927987,-7066869.425350006,-49912769.00600477,47704463.03833503,284951798.61523503
4.287999999999999,22448577.217482474,943255.2144874745,-6671736.501443388,274616792.0038188,74903391.14586188,-70283268.21139775
4.292,22898759.754101206,975037.4919868968,-6210357.678451171,85164754.03044198,-231520749.04972062,158460760.17747986
4.295999999999999,23358260.643355545,1003303.4325778341,-5704537.560949563,-60037957.96553686,-61397933.94332044,280339941.81908375
4.3,23793633.834821105,1021845.7384714771,-5134096.409083449,-44843010.27736408,-125455007.4504202,261179854.11231628
4.303999999999999,24205311.476800878,1021350.3528719712,-4510732.301281508,281340428.2615641,-61879624.12566535,54619245.758527674
4.308,24567192.043669146,1052152.911939829,-3830551.944045933,29328565.6599836,-204454936.5534565,208093274.75592425
4.311999999999999,24890396.539441373,1053214.1704009213,-3108683.707556385,259400013.2080498,-72862773.20890188,115617703.80398163
4.316,25139087.298526082,1074645.8378675312,-2341893.085962657,85802311.76663888,-206239481.9971818,189915898.77681988
4.319999999999999,25347251.29825607,1089431.7839487398,-1550086.660163072,-24643124.89901139,201069510.04805008,211963633.39517552
4.324,25438502.608720455,1100738.6335892223,-728847.2865967966,-129981026.65327065,-144020632.7594844,219835863.5130701
4.327999999999999,25468023.9990264,1088243.2041409903,99278.7087274739,123661064.05913956,-164090117.33881673,209158300.4852188
4.332,25433959.986560386,1085372.9666715616,927542.9083442765,146228365.33505085,118925803.97416657,224585710.93792745
4.335999999999999,25300932.606912363,1102341.3306657244,1741852.076845043,-240463596.16265047,50187196.928660445,160072892.52067864
4.34,25097773.652146526,1072952.1492993012,2532404.652545976,132782152.66185947,62357178.288632,253860814.50622922
4.343999999999999,24820809.7213282,1062597.5175440866,3286830.6479605385,119818914.93970679,-45042468.77793384,263779149.79217103
4.348,24500921.48039771,1065586.3566874124,4006561.633477481,-175282777.41636318,194220742.59242788,132359717.07198496
4.351999999999999,24121335.650814474,1042743.13258021,4672631.966798694,-51722268.302809246,212100049.21993682,195712111.3386787
4.356,23686768.313887626,1030716.7420134611,5272639.842872738,-139376883.32249874,-230540251.96889442,115715805.95389935
4.359999999999999,23249665.784981273,1000789.326689165,5831492.091021617,58466246.47136634,-79218524.57911578,276172086.27300924
4.364,22793881.062517907,981790.2536485279,6329367.710161317,56518151.473035835,-47408288.81587779,283765914.7715135
4.367999999999999,22331006.26253127,966580.7424726608,6763905.916022049,-7016850.968991818,-202393064.2048443,212020814.57073316
4.372,21882007.415701106,959492.3641173014,7146068.244760037,-202617399.31333548,-208609703.8870458,-37327149.905847944
4.3759999999999994,21462320.554723475,942195.4875639178,7484508.433969884,-217060032.01182213,184245579.60015532,-70027436.14823182
4.38,21063101.54482188,910291.8863593196,7755640.426758251,49078465.0956085,56655152.79197225,283455722.1559191
4.3839999999999995,20702800.137148913,911070.6058853933,7975789.955366728,-192261353.5026075,-171244945.8043182,-140274281.9934523
4.388,20400012.80032317,882599.2602455433,8160900.764130492,68565754.77573583,16692919.610494837,284582023.81695944
4.3919999999999995,20153533.049786836,876017.7786202986,8304341.746579523,13138629.84219988,234839256.28507277,175059208.02733976
4.396,19961651.517798208,866309.6391092982,8391503.025993235,74404264.97511043,-173388701.7308124,224431406.07481658
4.3999999999999995,19846839.894168682,860824.502377812,8459385.989423834,91619162.31859328,128491768.29301344,247116172.3217186
4.404,19796738.493608974,874851.903412428,8481053.71263539,-133363515.90769713,28486719.826122813,-259566870.22978863
4.4079999999999995,19818739.29757764,860551.4363406801,8465157.483961487,136340864.95152912,-127898466.09544553,225891854.92709532
4.412,19918317.539302584,869696.9513232762,8428022.964150866,68191333.44778669,274385903.262242,77703816.65646616
4.4159999999999995,20080298.69774479,872936.5298144695,8340247.975615311,158809404.86221465,151491556.35362646,194439734.88053793
4.42,20307669.398756526,898385.1605428604,8216270.327545225,-63862366.98655703,124799482.73576066,-257535828.60855088
4.4239999999999995,20595790.968002107,895928.4594818504,8050919.909932726,201481467.04252622,129325286.36628877,169289726.41115037
4.428,20930802.407195985,911645.474460636,7833581.3805928,219603742.43270132,-142515856.37780875,132071241.96682803
4.4319999999999995,21312945.361614775,930907.6800115736,7574024.512799445,202438502.58674875,-203155177.43869838,61044131.33215858
4.436,21731546.362290382,948973.8235777869,7265783.25010231,226673099.00309324,-176547345.01009133,58569090.30181724
4.4399999999999995,22177083.876969468,966594.9261833692,6906171.979848195,273902419.0618417,-61012980.67869402,85058951.6308635
4.444,22640186.991005525,989595.8234725851,6493875.984647257,236180722.13709357,172594173.18840802,20252198.06564364
4.4479999999999995,23098384.78935206,1026412.6126174902,6016368.136383974,-34482818.69038873,140818503.04709864,-254875209.03229642
4.452,23537645.097078353,1031617.9030273836,5472355.121873377,239270449.55265158,-163102900.4925205,-46123926.32309489
4.4559999999999995,23965846.107511137,1067773.3969022804,4881652.781256851,-50729398.83568618,-122898240.94458903,-261348219.31918108
4.46,24356624.082555145,1083342.9329610255,4233175.31659545,-6169690.248673314,-183910528.8890667,-228296313.42218357
4.4639999999999995,24722485.925675653,1088579.3033243692,3543524.76587084,181184380.7650912,189377602.913708,-131486527.56150556
4.468,25016884.2232932,1105175.2272902376,2800504.8294788226,129315088.74552128,204708405.3264586,-165385749.3324692
4.4719999999999995,25226141.992236618,1112832.5069198222,2015241.3110803054,184727487.60809422,-154166243.30620795,-167597431.06322092
4.476,25401381.595490314,1130789.7932478446,1211721.6206159084,74003.64825522713,207671444.8600396,-207009525.02655622
4.4799999999999995,25465787.47203235,1145953.015577151,385737.1628479236,-195525894.49898177,-28609254.935568035,-216636830.58317614
4.484,25452952.354144536,1137856.004424793,-443421.38398414257,-45265811.39022421,-204555988.0686537,-205154182.1974426
4.4879999999999995,25379881.759961497,1122260.0462137908,-1267258.4130914616,173874866.74378374,-25470425.18058277,-234732136.36325034
4.492,25226892.802998777,1137837.0963621552,-2074911.9024196921,-216383403.15613446,119358185.3841247,-157836110.61742756
4.4959999999999996,24993489.272344172,1109957.1164551293,-2852534.7891533896,100838322.82162628,114458063.77436627,-250422403.62938508
4.5,24698707.768676374,1101395.7022357164,-3594073.639920912,27303602.08216909,176519512.55063322,-232541989.75085568
4.504,24328775.70616196,1097099.4136527518,-4279843.597375149,-159681175.50238618,-211427820.0996157,-125620896.50552674
4.508,23932691.069348883,1073200.2782338185,-4922553.127684096,-40044756.116202384,-219063872.92492345,-190756023.49307784
4.512,23507647.552820593,1067810.5718260654,-5513939.717920094,-271267535.92711866,-110928309.20866142,-9448689.679496376
4.516,23065621.802713886,1030867.3012158597,-6051470.830460259,27987359.62759015,131887336.84379506,-260389927.4202585
4.52,22604216.10478471,1028664.9935161251,-6523352.2142328,-275733134.8127447,85436825.3394036,51500654.08578308
4.524,22140133.941757362,1004646.1597050211,-6929453.776688402,-191899693.25829542,-221603628.29668602,6852692.228468214
4.528,21698628.958140925,977076.3697492082,-7287570.661825206,-43611354.31786374,-246848348.50499016,-152133857.05886856
4.532,21284359.711940885,955220.6633559968,-7594865.6682037795,23252157.037506633,-172782463.74550417,-235768033.43192238
4.536,20903883.06253232,938494.4212231883,-7849441.153909674,33362428.048312053,-166240798.52473125,-239232798.11450392
4.54,20565992.6288145,929009.9191697726,-8053333.128279733,-36491520.03883346,-274952275.60584664,-95139750.7181453
4.544,20287209.955590792,927117.9389593746,-8224296.531105595,-201005394.45751432,43710547.12618039,208971273.642645
4.548,20059946.774573196,904266.1646179906,-8337357.354118036,35110839.94578711,-241428693.38867304,-162675400.82278776
4.552,19900630.08567752,902473.3565390377,-8418102.658093615,-24760595.875971183,-292174798.0310922,-2458557.979804607
4.556,19815072.12709006,890237.3089390907,-8470267.884146592,116771690.61850373,-4201482.660718616,-268948979.7657064
4.56,19798289.062437538,904963.3104605664,-8484009.570111508,-108214542.62197125,167980223.96802673,214617766.91248834
4.564,19845972.80025355,900842.6524520142,-8445626.530778764,34794087.66880632,-290901356.8431452,12488483.369000807
4.568,19970282.96982986,902421.1561344231,-8383942.234442887,120498714.57664664,-241147067.215659,-115411613.42570625
4.572,20164511.044945374,924588.0193618301,-8290775.931162344,-80152497.86105034,36721317.84043561,279678490.8473579
4.576,20417499.955137465,936782.0749320203,-8148950.238830504,-68409404.27673587,-7540786.632375363,285056468.7292264
4.58,20723644.388907135,940858.9236467333,-7958147.879427344,123569104.05311927,-265847161.04285693,7110607.26982645
4.584,21092196.987306554,957751.4524387041,-7743366.429241497,117981541.25680125,268243174.40924412,11001277.243539263
4.588,21481185.322907373,978886.3448764461,-7449782.410782653,104492278.24462406,-258039308.9658987,92154549.87211849
4.592,21921804.845375933,1003504.3797394398,-7132643.676930203,23433742.041976444,226854823.90880507,184345667.87499726
4.596,22366919.00734995,1010241.7540831065,-6739438.299964776,281888833.146713,-4928302.635060091,-80685149.96619245
4.6,22818837.602245387,1041816.7515609052,-6289744.624804989,120872804.54560441,-237050678.4488215,123257896.42296988
4.604,23275782.106379587,1069485.148246371,-5790067.472790646,15381480.7484663,-189627517.61030415,223160539.66603664
4.608,23715596.824136425,1083370.6936306043,-5229932.024028092,138523258.95404422,-222117184.2452833,132178295.94015992
4.612,24147512.24099082,1100800.8541846126,-4625582.337964688,172285152.33747002,210457729.37770346,109641351.98673125
4.616,24514021.999840222,1112642.0041178782,-3950395.7870657914,282149976.2473389,-25684650.220368434,75680620.41564511
4.62,24852427.281878848,1139901.6476659132,-3238030.824774846,76686900.90885577,218594409.90365323,179809558.66316432
4.624,25114743.42585755,1144224.6518040178,-2476199.276255833,227697543.4546629,118626591.22972871,141694884.22974935
4.628,25299408.117605053,1173427.6817736495,-1680578.7300422697,-113512295.21819557,-135752773.63890022,233841884.983795
4.632,25424649.815684266,1161686.8700760023,-865484.8865452695,202440071.28268164,-98229185.93723176,188055661.95162508
4.636,25482040.677585285,1166896.4054427012,-38040.24515873207,156598391.7912679,136949480.94527125,206682543.97260463
4.64,25448542.50732482,1179691.346152055,791648.6558422174,-87593595.44258602,195313189.4428021,200439551.62386024
4.644,25314751.7823086,1181817.1441064032,1606892.6737166294,-208900454.47015145,-118141586.41456504,168520215.03239524
4.648,25135469.546994157,1155207.5706780928,2404855.4512946783,112091356.81041537,114009672.81849122,245831697.3391484
4.652,24862356.33394263,1144968.4668795508,3163337.5580520974,91462275.74934305,-125739108.81757721,248636752.87700635
4.656,24553994.369256113,1133100.5656554543,3890990.456478567,46553268.97448996,154411350.49466136,244920070.96183977
4.66,24167597.08410897,1117415.5210838309,4556970.7465006085,33406250.15683589,-168394877.22410023,237745895.88073963
4.664,23770953.89128991,1104823.8933463653,5188167.710341087,-74740902.70991524,220070146.3163507,178826359.34970602
4.668,23330547.934026074,1088686.5980683416,5753301.2208927395,-137846588.7368794,228545852.11309546,121495162.9147651
4.672,22871432.091866113,1058934.8690595455,6257109.343886656,24847360.85609319,133476209.37124594,259928285.19710016
4.676,22401119.26784489,1045259.8535155561,6694565.410789838,-84475940.10347475,-251394700.18234155,125142279.08054252
4.68,21960962.30877136,1031760.9883563021,7099280.454920694,-208882741.1873739,205123088.0182537,-16991157.32620971
4.684,21519404.347232584,1001372.2346602571,7422951.570507478,-7135614.333731547,-217700311.0002913,196346681.23856384
4.688,21125884.523401774,990671.4566456017,7719972.879746904,-138858385.56788138,257594427.9135366,18976622.31825468
4.692,20754148.65027386,978109.1086158489,7941021.514942005,-175470937.79320303,-208075525.98505157,-109140408.67571962
4.696,20439151.448417336,953815.9086573551,8127355.549921057,2857809.3780772625,-250960802.71883386,151684797.04707158
4.7,20179756.341672163,944809.8404931262,8271087.982892418,-24069020.73467477,-284256109.0326121,67954727.57626913
4.704,19989766.75237546,942303.6232226072,8388919.522636097,-126049242.40143453,235077929.49665508,-121860028.93014632
4.708,19859219.62276601,937721.3580609179,8454242.778010137,-124300558.92150126,204718505.42764318,-169236772.8478502
4.712,19793561.152288057,933290.3480811832,8472086.96124191,-57031028.04768191,-259219456.09003207,-124722732.68435861
4.716,19809910.811837856,922209.0588064635,8474236.345996112,136565689.24356708,64144695.24991709,251475620.27099377
4.72,19895741.29413149,934902.1978635871,8438612.173516152,15180607.85112875,292419264.5665804,-16335274.235973977
4.724,20047537.35131121,936549.1570818297,8358062.89169347,129027238.58254954,214837772.14747253,152329961.9753547
4.728,20262438.306411434,961557.5952711544,8236200.224221125,-75385302.89886636,24188921.521316927,-282384119.8093327
4.732,20544762.583312813,962405.5419136685,8083681.043800875,135091229.17313963,249424026.0429172,74482873.56454526
4.736,20874597.77542024,974456.5017756601,7877328.090746723,220641394.6713408,109551914.54310411,159141545.0036794
4.74,21252498.9229309,993057.8392459602,7628166.1520495685,227989568.61598366,134429730.11844632,126333210.50337067
4.744,21668544.434630375,1017086.5129075315,7330797.176209021,169337320.0203716,239009258.71588564,14504364.154345654
4.748,22108312.21369871,1047849.0454908828,6976451.416018574,18714233.58871414,219432808.22550532,-193675265.2877815
4.752,22554940.4087266,1073643.6504110415,6556743.77673895,-30588736.908779673,-115112202.90472716,-268001295.5057014
4.756,23015435.654770933,1078076.5863865528,6089651.078942139,280785002.85318387,-80845279.61429326,25200509.066407047
4.76,23470581.97230014,1120351.2301433082,5567718.02126615,-69846508.90495966,40570313.471597016,-281934022.45689666
4.763999999999999,23910231.559832092,1132122.5723304113,4989114.605870985,90967650.56299625,232060797.9065892,-154544403.7658915
4.768,24308198.399751235,1159380.8998990161,4348341.520709222,-40083161.4591602,165107932.29424053,-239048164.53244415
4.771999999999999,24652453.98458618,1160658.651024759,3651096.296036017,248101849.55160162,-116139984.01303217,-104729650.84833537
4.776,24957925.0546503,1174776.9673166426,2916622.1548980707,262994767.09397814,-49357568.814271145,-120037130.89740211
4.779999999999999,25190967.784606174,1206645.2420227984,2141234.3837430524,-85452910.05659084,-153148415.18453223,-235063178.41322735
4.784,25368717.503488615,1196891.2543571694,1339745.6802065752,234890480.60290155,38953187.30968569,-171232152.20215064
4.787999999999999,25468570.8609665,1214572.6154168409,517750.0460107448,10686873.372820076,208219540.55340862,-206256528.7235316
4.792,25473112.238550086,1226577.89226758,-313036.88487540314,-181081621.15041977,113141099.57234056,-201046967.60438308
4.795999999999999,25388800.833613496,1224322.628141767,-1137273.9463448196,-190626957.5602477,-128348715.30306399,-182206801.91247484
4.8,25243444.710913237,1198513.010814748,-1946644.9302978073,147167338.89346898,-69222243.56747214,-244052058.5520782
4.803999999999999,25022179.170586567,1211643.613299201,-2729374.4023501864,-258495267.56673247,-58404908.77815304,-125620139.95132674
4.808,24737760.03378145,1199533.950730489,-3476949.948716246,-277405753.01427674,7535409.024350138,-94871638.57692869
4.811999999999999,24387201.23971322,1164163.397706362,-4175413.188702703,64973493.851661764,-135477067.03751737,-251864605.35014057
4.816,23995512.293063346,1148682.6512177445,-4825936.013390704,20300533.918090656,-178991061.43103454,-231433511.43295583
4.819999999999999,23578735.15935816,1146617.034904668,-5429527.689601736,-290362972.07806087,40976913.089754716,-4651625.148571608
4.824,23122235.045942478,1111953.906872897,-5961761.920953216,-44035623.03767564,-226808086.4645083,-180638828.6312697
4.827999999999999,22669082.73834528,1084853.9384608332,-6448182.370048855,52624253.85118491,-67627125.51473607,-280479482.06819665
4.832,22212514.59120238,1063641.5076323585,-6873101.010397837,51676454.11655607,-40522008.31602621,-285830497.3460791
4.835999999999999,21765454.530779816,1044575.2604732022,-7237786.443941816,29494835.554834604,-145328044.33471486,-253024727.2578362
4.84,21342085.033202842,1031511.8550975969,-7547982.904839769,-71054104.50523973,-267520197.91931605,-96933884.73502079
4.843999999999999,20958057.560711406,1023007.7676263461,-7814831.5890262425,-224791917.31954572,-108520130.20195949,153961833.5104051
4.848,20620960.0493505,997968.7668102221,-8038966.90805743,-79490929.52598156,273337972.8226302,-70571588.21395516
4.851999999999999,20320060.846283466,986235.7267916601,-8192941.625834283,-76374478.74420133,-283100427.8141104,5887363.398114767
4.856,20089068.432618547,966791.5771474371,-8323406.964966267,70550898.3135555,-150300695.96221262,-241757919.15114734
4.859999999999999,19918449.865455277,971004.2351742239,-8409078.135716835,-97859132.1815935,-243251020.6176461,131409568.37184286
4.864,19817695.40871495,960387.338873431,-8458409.99686897,18004188.59041579,-288598642.6950532,-49032310.208928294
4.867999999999999,19793956.951609943,953624.6808723117,-8484057.546276921,108195863.90800264,147241848.59908578,-229418098.0516962
4.872,19836637.8075353,968874.7430833725,-8465169.868168507,-75684144.97927885,219536426.01512188,179154968.31021568
4.8759999999999994,19948577.715545762,976592.9255714488,-8406141.766893882,-84162980.41451661,143215749.6496022,241719251.9656829
4.88,20129446.750229683,970366.3195053512,-8309958.043664608,177807488.1702431,95413762.29473484,-212848178.45129597
4.8839999999999995,20374895.174561612,983687.8339347339,-8177537.583323843,176474706.32395303,165165695.10307044,-166137316.52337256
4.888,20676125.73397558,1013623.6189688122,-8000609.971881664,-46698253.39864705,144455702.45150995,250952565.79819492
4.8919999999999995,21023658.512924287,1016216.4719988806,-7769887.086859603,221806650.41176292,-148070005.1677639,-122077651.46505262
4.896,21419844.862029657,1052762.7799078124,-7503605.825834298,-51756262.70512313,9450794.680666015,288544919.44338864
4.8999999999999995,21851307.00754957,1059919.8520672973,-7186507.991235294,187613996.26159114,224188853.36081237,-23806574.02188264
4.904,22290164.430021215,1079773.7652495566,-6797996.674387028,250221334.88996843,-146826155.69816834,-43103338.73047313
4.9079999999999995,22745316.449207906,1112373.7805453476,-6361229.132460316,93433800.50697784,-234648703.6051548,149119826.09261733
4.912,23202529.868604258,1137565.6751453988,-5869407.623398286,57875386.69727187,-217370321.11203685,188221257.44760805
4.9159999999999995,23648652.819059964,1149502.9380385918,-5320348.36358869,239947161.16691875,-160255927.1159618,52631597.34985703
4.92,24082284.454975493,1184016.557905412,-4722907.932489888,4247017.38348541,200750988.25927994,213793612.89261958
4.9239999999999995,24465775.285521604,1192846.1990435596,-4060619.1022258177,190229732.51806796,191862656.99869755,114140644.51185727
4.928,24794970.886692103,1227483.1991324855,-3347090.862628946,-114665808.143079,63966100.837448195,262272406.68208128
4.9319999999999995,25078826.355729695,1235952.2515904142,-2595417.948022784,-14936500.043538002,200229856.18936846,213802797.5755457
4.936,25267752.03657527,1237948.5989834093,-1801644.670940033,141913453.26959768,-181472108.91622642,181535617.4668717
4.9399999999999995,25420590.437908947,1243098.3111326867,-991572.7330357577,177738845.41392997,140137958.704952,186539523.6757115
4.944,25480615.690682914,1258297.0284525626,-163833.5425190046,-29198847.35173544,205001105.2562569,207722689.90577722
4.9479999999999995,25450392.788275443,1267071.0337983973,666341.9345827356,-193620029.67364728,106233406.64028178,193009047.1918814
4.952,25331010.930753447,1261088.1577384963,1484356.5670598499,-168944654.83135283,-160431377.98781407,178174702.92656246
4.9559999999999995,25162689.03626023,1235162.8352326425,2286049.3613825506,137871625.50056884,66040259.6562032,250313505.50847554
4.96,24897280.05214536,1234414.6895051375,3049383.2015665616,-54138779.637184545,-216754937.56674042,190034329.70704594
4.9639999999999995,24587522.951475956,1213504.7559310577,3778183.3567696917,51165494.75516575,-162472271.22349694,238771054.88325265
4.968,24230670.946039945,1215323.8602533268,4464363.928611737,-287195655.4468908,28195870.004311893,52444458.64497366
4.9719999999999995,23814734.552545816,1190223.8676373565,5087001.74258371,-185678440.71386653,-209589899.91829544,87306229.16174304
4.976,23383144.074560218,1174566.4424076758,5663436.592924348,-278477691.2018203,-91975077.90886138,-4191701.5261539742
4.9799999999999995,22939553.413545072,1140618.2833466497,6187806.626402446,-75285886.34573384,227231096.13185635,169484250.1555829
4.984,22466321.720915183,1124750.4085210632,6631659.45341511,-169132191.90402287,-236817775.05600217,36586214.23238977
4.9879999999999995,22021931.75658771,1090495.1223256912,7040806.822641997,35724291.54547936,93185996.99639453,275802746.0392912
4.992,21587553.373956814,1084165.660994613,7388373.646710125,-210207705.5078847,199187102.18501842,-46523071.50567215
4.9959999999999996,21172749.400318153,1066508.3032857145,7669937.863601478,-224061751.4432767,-138347672.97632363,-129165398.43263307
5.0,20801187.77963171,1042352.2713938312,7907225.891288968,-104574721.97476679,-273991296.63621145,4556823.513442898
5.004,20478886.553745963,1027024.6704652463,8101596.643800142,-95558303.02667618,-276757193.11684805,-17394271.669727262
5.008,20215735.8592104,1020627.4477183226,8260991.943507807,-196180924.27739462,42131209.52828581,-213933124.5471838
5.012,20006401.58166785,996188.1383925932,8364204.945570467,59738716.87956044,-204407450.39856583,201691394.31958386
5.016,19865021.246022455,995115.6979761281,8433775.073105752,-6386649.390502247,-292246106.4073271,24153428.3148671
5.02,19797420.47746172,984739.6821682386,8473507.346454853,116852549.13507393,-106500991.3451905,247055862.05762744
5.024,19803382.54314526,991286.3669455549,8483091.286905415,24595296.439526577,286993947.87325287,55360689.69781943
5.028,19874729.164371967,1003252.7209185908,8444679.239536537,-77127608.76623164,199629694.69670317,-200589603.99776125
5.032,20018788.006122258,1003752.3751608449,8373944.996877349,46947753.51114041,289357151.9913252,10326703.259497868
5.036,20221013.48175773,1022855.6919625798,8251202.629388339,-49438637.427969396,-149880819.9049086,-247246867.07152602
5.04,20497443.512268208,1032185.096280326,8110271.699662458,23376487.392502815,271650311.20443624,-108166441.34918182
5.044,20822466.085031986,1045375.773990732,7914593.051434613,95022497.68071324,276762022.3996248,-20358362.64530107
5.048,21193593.301463954,1068728.4247087515,7671495.768531574,39188132.14430818,257946772.18023312,-134048976.2563423
5.052,21598652.320276428,1096077.0680922316,7373216.773002292,-48878833.09385983,64018569.16494206,-282053413.10230577
5.056,22028465.689810663,1112976.947525206,7018303.158468541,62136333.771654196,-232750858.6546391,-167355692.01361963
5.06,22488544.649561126,1123358.7773545426,6623197.7740342,283931573.436729,9619267.93722425,73022242.97863236
5.064,22950848.86081471,1166473.540742974,6167460.626453411,-44498455.35867998,114751461.89193241,-266259212.76622045
5.068,23402334.010733843,1170824.847214649,5647012.612468446,291354612.83295286,32050901.618776824,11280337.610098006
5.072,23829572.990046095,1198077.5341739184,5066087.850560712,218014051.762667,-179635469.50043407,-79012729.33241569
5.076,24242233.326066133,1215071.1102414182,4439972.366193947,288662661.22895366,7211698.063409851,-51613121.39743272
5.08,24601538.20645089,1256262.8569807238,3755245.9630313455,-95457251.95111538,-80470546.01509045,-265432607.12471223
5.084,24908564.889298283,1270834.7019083542,3024050.1047236584,-63467742.048451565,-154552651.84931272,-241096235.89007288
5.088,25175647.603622634,1281424.2425735819,2260217.5869728466,-19064843.243393578,200273150.75287732,-213469607.38341627
5.092,25332331.136573076,1292263.1998367172,1455186.3512300628,-39004452.14480506,-192481852.63351724,-217879483.91273433
5.096,25437036.87908704,1285842.879891403,635760.6050104982,173227413.1962253,-133232470.99378645,-195661584.776709
5.1,25466464.14126968,1285844.057927048,-193279.10629327982,202388055.45563617,4350412.371887139,-212278674.909892
5.104,25416220.291502584,1289062.3651592925,-1021235.4691828054,103586656.2206186,161799771.39546672,-221659037.0346019
5.108,25275063.274086073,1301114.2274443018,-1834045.8900542897,-219166563.00714853,106910538.97002403,-163028365.26853794
5.112,25051904.328900393,1271749.82605666,-2618018.1881303317,115475795.92999174,-106057166.90117125,-247909894.23802397
5.116,24767914.205159865,1268130.0031996763,-3367620.4359221607,-58232018.24881102,-218643307.36418098,-186671474.49724823
5.12,24444612.71391553,1242664.0954257117,-4082520.7899228493,93693210.26196355,63563193.81942455,-270598251.10901684
5.124,24050449.192573514,1227179.1711343145,-4736308.881898026,34941647.88797551,-164683919.52542812,-240209096.0460802
5.128,23643272.688509036,1219635.6028264621,-5351823.797341285,-202352583.3796128,196142087.93998,-81387054.15309839
5.132,23189991.751313746,1202980.3818223872,-5894640.40496984,-291783939.58185804,-14676202.326171879,26247071.02829799
5.136,22733464.745620806,1179995.0324459448,-6386359.137215009,-286660327.24076414,30776581.423736148,54045088.52553139
5.14,22280318.54086242,1150566.6111799374,-6824418.586322667,-176137234.6384359,230383614.92388842,-44060790.90968572
5.144,21828661.190256,1115723.659340478,-7194543.748015668,44720725.151628226,53665710.51767261,-284890264.7417584
5.148,21396711.59849313,1106800.5231621813,-7507029.657110278,-144431484.3993535,-255296907.89946383,2378138.637483862
5.152,21014225.461066097,1085990.0464003305,-7790795.666641098,-133085869.18954396,260557433.01885214,-20998171.580524027
5.156,20654414.084229305,1066130.6220907266,-7996288.54343169,-63440410.4582829,-280879085.0317485,-55907979.299931236
5.16,20360853.46738739,1043457.7015470357,-8181435.069391225,58687558.8792131,93311308.12352282,-271832571.87831104
5.164,20118952.518878747,1031796.3050186941,-8314804.659204496,65434320.632286415,116243146.02114119,-261249030.93704182
5.168,19935173.122041225,1035558.9455735171,-8398909.082245115,-100681868.71244356,-242084709.44359678,131546977.63179146
5.172,19825017.546095945,1030608.0723951122,-8454903.884570021,-88139778.39234388,-233792942.67101768,153688665.33736873
5.176,19785836.055206355,1018994.804280558,-8474222.905263502,84895968.10545309,-237886382.0723532,-149172265.3840789
5.18,19822489.190923274,1018107.9447956991,-8466962.723766916,134705557.19539347,104444026.12943761,-238740742.26640993
5.184,19925855.04243838,1023994.1738624511,-8415364.723043872,150383324.0411842,119648289.44417842,-221634751.3240759
5.188,20091730.12035599,1044591.2322187665,-8316353.921562824,6048143.772701709,-258974896.66004387,137657372.08011067
5.192,20327046.129887875,1054631.0640262337,-8186992.192803419,63484723.13851176,-277999176.4622803,68857173.08020532
5.196,20628040.013819672,1061703.854961924,-8027283.681773175,201052848.88093773,136132157.21688136,-164625973.5937148
5.2,20967771.125411253,1094963.0476732755,-7803410.905381139,-15816075.777557835,-167999317.40104967,239963605.41285422
5.204,21365125.732554793,1109068.3868720364,-7551541.918533174,87339959.61243767,270343675.33512414,73094645.5362737
5.208,21781431.345119547,1121909.0618337907,-7227084.188619893,268337256.78116012,-29038866.126941673,-114929890.6354802
5.212,22220995.85952539,1153823.8211293449,-6851043.169016573,144953422.83972296,-242679358.26285407,78437166.16033928
5.216,22678869.847008463,1185207.2911492407,-6425882.148774838,29821347.957183897,-201625272.78265113,210986193.5149113
5.22,23136160.376359243,1208653.8583927779,-5941098.581104366,50833645.21434049,-213722361.625864,194411882.03270864
5.224,23586385.802800704,1219957.2149649656,-5401056.041971139,269019388.5228102,-114148296.49549226,25613526.40045306
5.228,24019062.82054248,1261657.4861127608,-4808180.226793202,-61470463.18551976,122895162.13350856,259182364.4431916
5.232,24412867.92143143,1275520.393156935,-4155881.139722087,61258780.746356316,223288513.43029788,180130371.050172
5.236,24739850.89710066,1303008.098037335,-3444151.33950382,-91003408.16666159,-105681624.63408422,258083574.06061944
5.239999999999999,25033851.1942829,1320595.206917802,-2699418.997119681,-127859040.99779363,72986006.4981498,253737012.77621773
5.244,25246429.099820748,1311327.3952029548,-1913098.8287220953,244233584.56614485,-48985141.52503607,154944440.70042634
5.247999999999999,25406339.040660705,1330354.4660200411,-1104918.4005079006,55697924.72675472,207677461.74008062,199562482.28345966
